Gamma, Selfish Profit 1, Rational Profit 2,  Individual Miner Hash Rate, Honest Profit
0.25, 0, 0.010677, 0.250422, 0.02, 0.738901
0.25, 0, 0.010223, 0.253069, 0.02, 0.736708
0.25, 0, 0.00866993, 0.243493, 0.02, 0.747837
0.25, 0, 0.0112707, 0.249715, 0.02, 0.739014
0.25, 0, 0.00916935, 0.248458, 0.02, 0.742373
0.25, 0, 0.00891876, 0.243712, 0.02, 0.747369
0.25, 0, 0.0101615, 0.254505, 0.02, 0.735334
0.25, 0, 0.0109984, 0.247042, 0.02, 0.741959
0.25, 0, 0.00779539, 0.233508, 0.02, 0.758697
0.25, 0, 0.00992905, 0.250729, 0.02, 0.739342
0.25, 0, 0.0084221, 0.252309, 0.02, 0.739269
0.25, 0, 0.00627157, 0.257629, 0.02, 0.7361
0.25, 0, 0.0100543, 0.25874, 0.02, 0.731206
0.25, 0, 0.00967407, 0.240802, 0.02, 0.749524
0.25, 0, 0.00816181, 0.257209, 0.02, 0.73463
0.25, 0, 0.009405, 0.24228, 0.02, 0.748316
0.25, 0, 0.00868307, 0.258215, 0.02, 0.733102
0.25, 0, 0.00833549, 0.249025, 0.02, 0.74264
0.25, 0, 0.00991814, 0.255872, 0.02, 0.73421
0.25, 0, 0.00990732, 0.255964, 0.02, 0.734129
0.25, 0, 0.00922917, 0.255246, 0.02, 0.735525
0.25, 0, 0.00945149, 0.259157, 0.02, 0.731392
0.25, 0, 0.00852237, 0.238026, 0.02, 0.753451
0.25, 0, 0.00687974, 0.250716, 0.02, 0.742404
0.25, 0, 0.00971164, 0.246502, 0.02, 0.743786
0.25, 0, 0.00907008, 0.248409, 0.02, 0.742521
0.25, 0, 0.00971643, 0.246021, 0.02, 0.744263
0.25, 0, 0.00882887, 0.250642, 0.02, 0.740529
0.25, 0, 0.00934896, 0.256535, 0.02, 0.734116
0.25, 0, 0.00902997, 0.261246, 0.02, 0.729724
0.25, 0, 0.00920454, 0.243894, 0.02, 0.746902
0.25, 0, 0.00867964, 0.255934, 0.02, 0.735387
0.25, 0, 0.0103471, 0.246141, 0.02, 0.743512
0.25, 0, 0.00940453, 0.250566, 0.02, 0.740029
0.25, 0, 0.010045, 0.256976, 0.02, 0.732979
0.25, 0, 0.00996083, 0.267752, 0.02, 0.722287
0.25, 0, 0.0114056, 0.244037, 0.02, 0.744557
0.25, 0, 0.00797617, 0.247113, 0.02, 0.744911
0.25, 0, 0.0116764, 0.252433, 0.02, 0.735891
0.25, 0, 0.0074262, 0.252753, 0.02, 0.73982
0.25, 0, 0.00967401, 0.250871, 0.02, 0.739455
0.25, 0, 0.0088919, 0.262251, 0.02, 0.728857
0.25, 0, 0.0110983, 0.251108, 0.02, 0.737794
0.25, 0, 0.0105586, 0.244195, 0.02, 0.745246
0.25, 0, 0.0111841, 0.25195, 0.02, 0.736866
0.25, 0, 0.00894894, 0.242706, 0.02, 0.748345
0.25, 0, 0.00816037, 0.245519, 0.02, 0.746321
0.25, 0, 0.0117063, 0.257021, 0.02, 0.731273
0.25, 0, 0.00754914, 0.257048, 0.02, 0.735402
0.25, 0, 0.00713723, 0.255321, 0.02, 0.737542
0.25, 0, 0.0115549, 0.256426, 0.02, 0.732019
0.25, 0, 0.00901248, 0.252912, 0.02, 0.738075
0.25, 0, 0.00612087, 0.247737, 0.02, 0.746143
0.25, 0, 0.0101016, 0.246608, 0.02, 0.74329
0.25, 0, 0.00982043, 0.256011, 0.025, 0.734169
0.25, 0, 0.0150243, 0.256553, 0.025, 0.728422
0.25, 0, 0.0146556, 0.249633, 0.025, 0.735711
0.25, 0, 0.0123594, 0.239959, 0.025, 0.747681
0.25, 0, 0.0121671, 0.25232, 0.025, 0.735513
0.25, 0, 0.0101016, 0.243729, 0.025, 0.746169
0.25, 0, 0.0113421, 0.254422, 0.025, 0.734236
0.25, 0, 0.0136091, 0.256558, 0.025, 0.729833
0.25, 0, 0.0108669, 0.254436, 0.025, 0.734697
0.25, 0, 0.0133478, 0.251854, 0.025, 0.734798
0.25, 0, 0.0167078, 0.250221, 0.025, 0.733071
0.25, 0, 0.016694, 0.243033, 0.025, 0.740273
0.25, 0, 0.0157027, 0.256066, 0.025, 0.728232
0.25, 0, 0.0120134, 0.251853, 0.025, 0.736134
0.25, 0, 0.0153925, 0.257272, 0.025, 0.727335
0.25, 0, 0.0138821, 0.24976, 0.025, 0.736358
0.25, 0, 0.011253, 0.248663, 0.025, 0.740084
0.25, 0, 0.0128258, 0.252208, 0.025, 0.734967
0.25, 0, 0.0131656, 0.2491, 0.025, 0.737735
0.25, 0, 0.0135195, 0.2561, 0.025, 0.73038
0.25, 0, 0.0104139, 0.249313, 0.025, 0.740273
0.25, 0, 0.0117144, 0.247354, 0.025, 0.740932
0.25, 0, 0.0145211, 0.246191, 0.025, 0.739288
0.25, 0, 0.0142824, 0.252529, 0.025, 0.733188
0.25, 0, 0.0168793, 0.252182, 0.025, 0.730939
0.25, 0, 0.0138902, 0.244571, 0.025, 0.741539
0.25, 0, 0.0140101, 0.261508, 0.025, 0.724482
0.25, 0, 0.0105957, 0.254001, 0.025, 0.735403
0.25, 0, 0.0101406, 0.257714, 0.025, 0.732145
0.25, 0, 0.0108981, 0.252469, 0.025, 0.736633
0.25, 0, 0.011259, 0.246118, 0.025, 0.742623
0.25, 0, 0.0132816, 0.242043, 0.025, 0.744675
0.25, 0, 0.0110678, 0.262929, 0.025, 0.726003
0.25, 0, 0.0124957, 0.249342, 0.025, 0.738162
0.25, 0, 0.0130256, 0.239736, 0.025, 0.747238
0.25, 0, 0.0165504, 0.241499, 0.025, 0.741951
0.25, 0, 0.0124331, 0.251462, 0.025, 0.736105
0.25, 0, 0.0113672, 0.244258, 0.025, 0.744374
0.25, 0, 0.0116456, 0.251052, 0.025, 0.737303
0.25, 0, 0.0123854, 0.258021, 0.025, 0.729593
0.25, 0, 0.012836, 0.245035, 0.025, 0.742129
0.25, 0, 0.00892701, 0.240685, 0.025, 0.750388
0.25, 0, 0.01309, 0.255422, 0.025, 0.731488
0.25, 0, 0.0125049, 0.263561, 0.025, 0.723934
0.25, 0, 0.011096, 0.26189, 0.025, 0.727014
